[INFO] Experiment mode is :  ON
[INFO] ODE function :  laplacian
[INFO] Block type :  attention
[INFO] T value :  128.0
[INFO] L1 regularization on :  False
[INFO] L1 reg coefficient :  0.001
/home/administrator/anaconda3/envs/deepgrand/lib/python3.8/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: Dopri5Solver: Unexpected arguments {'step_size': 1}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
/home/administrator/anaconda3/envs/deepgrand/lib/python3.8/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: EarlyStopDopri5: Unexpected arguments {'step_size': 1}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
GNNEarly
m1.module.weight
torch.Size([80, 1433])
m1.module.bias
torch.Size([80])
m2.module.weight
torch.Size([7, 80])
m2.module.bias
torch.Size([7])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([80, 80])
odeblock.odefunc.d
torch.Size([80])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([80, 80])
odeblock.reg_odefunc.odefunc.d
torch.Size([80])
odeblock.multihead_att_layer.Q.weight
torch.Size([128, 80])
odeblock.multihead_att_layer.Q.bias
torch.Size([128])
odeblock.multihead_att_layer.V.weight
torch.Size([128, 80])
odeblock.multihead_att_layer.V.bias
torch.Size([128])
odeblock.multihead_att_layer.K.weight
torch.Size([128, 80])
odeblock.multihead_att_layer.K.bias
torch.Size([128])
odeblock.multihead_att_layer.Wout.weight
torch.Size([80, 16])
odeblock.multihead_att_layer.Wout.bias
torch.Size([80])
Epoch: 001, Runtime 0.911769, Loss 1.949119, forward nfe 242, backward nfe 0, Train: 0.2429, Val: 0.2456, Test: 0.2254, Best time: 0.0948
Epoch: 015, Runtime 0.857682, Loss 1.173975, forward nfe 12148, backward nfe 0, Train: 0.6857, Val: 0.7794, Test: 0.7584, Best time: 128.0000
Epoch: 016, Runtime 0.861698, Loss 1.129992, forward nfe 12986, backward nfe 0, Train: 0.6857, Val: 0.7794, Test: 0.7584, Best time: 128.0000
Epoch: 017, Runtime 0.863853, Loss 1.247639, forward nfe 13824, backward nfe 0, Train: 0.7571, Val: 0.7824, Test: 0.7655, Best time: 37.4703
Epoch: 018, Runtime 0.850748, Loss 1.062256, forward nfe 14656, backward nfe 0, Train: 0.7571, Val: 0.7824, Test: 0.7655, Best time: 128.0000
Epoch: 019, Runtime 0.845905, Loss 1.103380, forward nfe 15488, backward nfe 0, Train: 0.7571, Val: 0.7824, Test: 0.7655, Best time: 128.0000
Epoch: 020, Runtime 0.851110, Loss 1.062842, forward nfe 16320, backward nfe 0, Train: 0.7571, Val: 0.7824, Test: 0.7655, Best time: 128.0000
Epoch: 021, Runtime 0.848932, Loss 1.022310, forward nfe 17146, backward nfe 0, Train: 0.7571, Val: 0.7824, Test: 0.7655, Best time: 128.0000
Epoch: 022, Runtime 0.846691, Loss 1.041010, forward nfe 17972, backward nfe 0, Train: 0.7571, Val: 0.7824, Test: 0.7655, Best time: 128.0000
Epoch: 023, Runtime 0.830357, Loss 1.009955, forward nfe 18798, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 24.5058
Epoch: 024, Runtime 0.832167, Loss 0.946181, forward nfe 19618, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 025, Runtime 0.827351, Loss 0.909225, forward nfe 20426, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 026, Runtime 0.806758, Loss 1.010003, forward nfe 21228, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 027, Runtime 0.806409, Loss 1.099154, forward nfe 22024, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 028, Runtime 0.794762, Loss 0.958481, forward nfe 22820, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 029, Runtime 0.795631, Loss 1.352194, forward nfe 23598, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 030, Runtime 0.790388, Loss 1.052820, forward nfe 24376, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 031, Runtime 0.776747, Loss 1.034521, forward nfe 25142, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 032, Runtime 0.786916, Loss 1.145989, forward nfe 25908, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 033, Runtime 0.769665, Loss 1.109882, forward nfe 26674, backward nfe 0, Train: 0.7500, Val: 0.8015, Test: 0.7807, Best time: 128.0000
Epoch: 034, Runtime 0.777972, Loss 0.983165, forward nfe 27428, backward nfe 0, Train: 0.8286, Val: 0.8081, Test: 0.7858, Best time: 38.9732
Epoch: 035, Runtime 0.762173, Loss 0.898212, forward nfe 28188, backward nfe 0, Train: 0.8286, Val: 0.8081, Test: 0.7858, Best time: 128.0000
Epoch: 036, Runtime 0.759306, Loss 1.009268, forward nfe 28936, backward nfe 0, Train: 0.8286, Val: 0.8081, Test: 0.7858, Best time: 128.0000
Epoch: 037, Runtime 0.760706, Loss 0.962399, forward nfe 29678, backward nfe 0, Train: 0.8286, Val: 0.8081, Test: 0.7858, Best time: 128.0000
Epoch: 038, Runtime 0.750426, Loss 0.825863, forward nfe 30420, backward nfe 0, Train: 0.8286, Val: 0.8081, Test: 0.7858, Best time: 128.0000
Epoch: 039, Runtime 0.748749, Loss 0.881266, forward nfe 31162, backward nfe 0, Train: 0.8286, Val: 0.8081, Test: 0.7858, Best time: 128.0000
Epoch: 040, Runtime 0.748964, Loss 0.877680, forward nfe 31892, backward nfe 0, Train: 0.8286, Val: 0.8081, Test: 0.7858, Best time: 128.0000
Epoch: 041, Runtime 0.732973, Loss 0.831773, forward nfe 32616, backward nfe 0, Train: 0.8286, Val: 0.8081, Test: 0.7858, Best time: 128.0000
Epoch: 042, Runtime 0.728067, Loss 0.888267, forward nfe 33328, backward nfe 0, Train: 0.8286, Val: 0.8081, Test: 0.7858, Best time: 128.0000
Epoch: 043, Runtime 0.734428, Loss 0.882672, forward nfe 34040, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 71.9222
Epoch: 044, Runtime 0.725516, Loss 0.801227, forward nfe 34746, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 128.0000
Epoch: 045, Runtime 0.719406, Loss 0.812561, forward nfe 35446, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 128.0000
Epoch: 046, Runtime 0.712297, Loss 0.843553, forward nfe 36146, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 128.0000
Epoch: 047, Runtime 0.708058, Loss 0.838769, forward nfe 36840, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 128.0000
Epoch: 048, Runtime 0.710013, Loss 0.769420, forward nfe 37534, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 128.0000
Epoch: 049, Runtime 0.706697, Loss 0.819855, forward nfe 38222, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 128.0000
Epoch: 050, Runtime 0.685380, Loss 0.745712, forward nfe 38910, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 128.0000
Epoch: 051, Runtime 0.697960, Loss 0.817481, forward nfe 39580, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 128.0000
Epoch: 052, Runtime 0.686321, Loss 0.744596, forward nfe 40262, backward nfe 0, Train: 0.8143, Val: 0.8191, Test: 0.7868, Best time: 128.0000
Epoch: 053, Runtime 0.695023, Loss 0.841029, forward nfe 40938, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 66.5029
Epoch: 054, Runtime 0.691272, Loss 0.782734, forward nfe 41608, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 055, Runtime 0.669763, Loss 0.826499, forward nfe 42272, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 056, Runtime 0.672191, Loss 0.764692, forward nfe 42930, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 057, Runtime 0.664804, Loss 0.721828, forward nfe 43588, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 058, Runtime 0.665398, Loss 0.872497, forward nfe 44234, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 059, Runtime 0.867925, Loss 0.827929, forward nfe 44880, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 060, Runtime 0.633523, Loss 0.792985, forward nfe 45520, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 061, Runtime 0.617572, Loss 0.840430, forward nfe 46154, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 062, Runtime 0.616284, Loss 0.828796, forward nfe 46782, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 063, Runtime 0.609762, Loss 0.778356, forward nfe 47410, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 064, Runtime 0.630498, Loss 0.706183, forward nfe 48026, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 065, Runtime 0.626915, Loss 0.736768, forward nfe 48642, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 066, Runtime 0.621666, Loss 0.770649, forward nfe 49246, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 067, Runtime 0.611682, Loss 0.746219, forward nfe 49844, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 068, Runtime 0.604560, Loss 0.709960, forward nfe 50436, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 069, Runtime 0.623409, Loss 0.646479, forward nfe 51034, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 070, Runtime 0.612262, Loss 0.631250, forward nfe 51632, backward nfe 0, Train: 0.8143, Val: 0.8213, Test: 0.7939, Best time: 128.0000
Epoch: 071, Runtime 0.601082, Loss 0.698616, forward nfe 52224, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 48.6179
Epoch: 072, Runtime 0.597827, Loss 0.709896, forward nfe 52810, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 073, Runtime 0.589210, Loss 0.600577, forward nfe 53384, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 074, Runtime 0.579979, Loss 0.687394, forward nfe 53952, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 075, Runtime 0.581904, Loss 0.817984, forward nfe 54514, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 076, Runtime 0.579093, Loss 0.702602, forward nfe 55082, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 077, Runtime 0.576041, Loss 0.691806, forward nfe 55638, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 078, Runtime 0.577929, Loss 0.666759, forward nfe 56194, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 079, Runtime 0.573058, Loss 0.659650, forward nfe 56750, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 080, Runtime 0.569387, Loss 0.575073, forward nfe 57300, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 081, Runtime 0.649264, Loss 0.625773, forward nfe 57844, backward nfe 0, Train: 0.8500, Val: 0.8235, Test: 0.8010, Best time: 128.0000
Epoch: 082, Runtime 0.557769, Loss 0.629415, forward nfe 58382, backward nfe 0, Train: 0.8286, Val: 0.8272, Test: 0.8193, Best time: 110.3951
Epoch: 083, Runtime 0.554977, Loss 0.642892, forward nfe 58926, backward nfe 0, Train: 0.8286, Val: 0.8272, Test: 0.8193, Best time: 128.0000
Epoch: 084, Runtime 0.554853, Loss 0.612889, forward nfe 59464, backward nfe 0, Train: 0.8286, Val: 0.8272, Test: 0.8193, Best time: 128.0000
Epoch: 085, Runtime 0.532190, Loss 0.632574, forward nfe 59996, backward nfe 0, Train: 0.8286, Val: 0.8272, Test: 0.8193, Best time: 128.0000
Epoch: 086, Runtime 0.537885, Loss 0.624639, forward nfe 60510, backward nfe 0, Train: 0.8286, Val: 0.8272, Test: 0.8193, Best time: 128.0000
Epoch: 087, Runtime 0.539102, Loss 0.558019, forward nfe 61030, backward nfe 0, Train: 0.8643, Val: 0.8316, Test: 0.8223, Best time: 75.1562
Epoch: 088, Runtime 0.529043, Loss 0.607160, forward nfe 61550, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 92.2953
Epoch: 089, Runtime 0.526772, Loss 0.558959, forward nfe 62058, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 090, Runtime 0.528400, Loss 0.511542, forward nfe 62566, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 091, Runtime 0.529933, Loss 0.581655, forward nfe 63068, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 092, Runtime 0.729607, Loss 0.484476, forward nfe 63570, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 093, Runtime 0.502930, Loss 0.643564, forward nfe 64054, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 094, Runtime 0.507689, Loss 0.682333, forward nfe 64544, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 095, Runtime 0.495492, Loss 0.522048, forward nfe 65034, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 096, Runtime 0.500247, Loss 0.534441, forward nfe 65512, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 097, Runtime 0.497728, Loss 0.624712, forward nfe 65990, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 098, Runtime 0.495806, Loss 0.546070, forward nfe 66468, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
Epoch: 099, Runtime 0.494650, Loss 0.520513, forward nfe 66940, backward nfe 0, Train: 0.8643, Val: 0.8346, Test: 0.8244, Best time: 128.0000
best val accuracy 0.834559 with test accuracy 0.824365 at epoch 88 and best time 128.000000
[INFO] Experiment mode is :  ON
[INFO] ODE function :  laplacian
[INFO] Block type :  attention
[INFO] T value :  128.0
[INFO] L1 regularization on :  False
[INFO] L1 reg coefficient :  0.001
GNNEarly
m1.module.weight
torch.Size([80, 1433])
m1.module.bias
torch.Size([80])
m2.module.weight
torch.Size([7, 80])
m2.module.bias
torch.Size([7])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([80, 80])
odeblock.odefunc.d
torch.Size([80])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([80, 80])
odeblock.reg_odefunc.odefunc.d
torch.Size([80])
odeblock.multihead_att_layer.Q.weight
torch.Size([128, 80])
odeblock.multihead_att_layer.Q.bias
torch.Size([128])
odeblock.multihead_att_layer.V.weight
torch.Size([128, 80])
odeblock.multihead_att_layer.V.bias
torch.Size([128])
odeblock.multihead_att_layer.K.weight
torch.Size([128, 80])
odeblock.multihead_att_layer.K.bias
torch.Size([128])
odeblock.multihead_att_layer.Wout.weight
torch.Size([80, 16])
odeblock.multihead_att_layer.Wout.bias
torch.Size([80])
Epoch: 001, Runtime 0.882117, Loss 1.947207, forward nfe 242, backward nfe 0, Train: 0.2429, Val: 0.2971, Test: 0.2985, Best time: 0.0973
Epoch: 002, Runtime 0.910299, Loss 1.889197, forward nfe 1092, backward nfe 0, Train: 0.4643, Val: 0.4596, Test: 0.4701, Best time: 0.0935
Epoch: 003, Runtime 0.870147, Loss 1.803500, forward nfe 1942, backward nfe 0, Train: 0.5071, Val: 0.5191, Test: 0.5381, Best time: 4.2070
Epoch: 004, Runtime 0.869677, Loss 1.695321, forward nfe 2792, backward nfe 0, Train: 0.6714, Val: 0.6551, Test: 0.6487, Best time: 2.1616
Epoch: 005, Runtime 0.871172, Loss 1.488043, forward nfe 3642, backward nfe 0, Train: 0.7714, Val: 0.7287, Test: 0.7716, Best time: 13.7370
Epoch: 006, Runtime 0.879469, Loss 1.419540, forward nfe 4486, backward nfe 0, Train: 0.7714, Val: 0.7287, Test: 0.7716, Best time: 128.0000
Epoch: 007, Runtime 0.855021, Loss 1.268011, forward nfe 5324, backward nfe 0, Train: 0.7714, Val: 0.7287, Test: 0.7716, Best time: 128.0000
Epoch: 008, Runtime 0.854949, Loss 1.194109, forward nfe 6162, backward nfe 0, Train: 0.7714, Val: 0.7287, Test: 0.7716, Best time: 128.0000
Epoch: 009, Runtime 0.853838, Loss 1.087326, forward nfe 7000, backward nfe 0, Train: 0.7786, Val: 0.7684, Test: 0.7909, Best time: 26.9076
Epoch: 010, Runtime 0.850739, Loss 1.053315, forward nfe 7826, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 22.7499
Epoch: 011, Runtime 0.817338, Loss 1.032669, forward nfe 8658, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 012, Runtime 0.813761, Loss 0.929834, forward nfe 9484, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 013, Runtime 0.849996, Loss 0.953397, forward nfe 10316, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 014, Runtime 0.840869, Loss 0.875382, forward nfe 11130, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 015, Runtime 0.825813, Loss 0.970625, forward nfe 11950, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 016, Runtime 0.810586, Loss 0.795574, forward nfe 12752, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 017, Runtime 0.800897, Loss 0.917597, forward nfe 13548, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 018, Runtime 0.801979, Loss 0.839793, forward nfe 14338, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 019, Runtime 0.798464, Loss 0.916349, forward nfe 15122, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 020, Runtime 0.793215, Loss 0.751588, forward nfe 15900, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 021, Runtime 0.789961, Loss 0.808790, forward nfe 16678, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 022, Runtime 0.774995, Loss 0.792036, forward nfe 17450, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 023, Runtime 0.779342, Loss 0.756555, forward nfe 18210, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 024, Runtime 0.762225, Loss 0.709192, forward nfe 18964, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 025, Runtime 0.752742, Loss 0.739622, forward nfe 19712, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 026, Runtime 0.749549, Loss 0.776717, forward nfe 20448, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 027, Runtime 0.746978, Loss 0.778227, forward nfe 21184, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 028, Runtime 0.735499, Loss 0.750507, forward nfe 21908, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 029, Runtime 0.733445, Loss 0.698284, forward nfe 22626, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 030, Runtime 0.717676, Loss 0.721146, forward nfe 23338, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 031, Runtime 0.720451, Loss 0.755900, forward nfe 24038, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 032, Runtime 0.711435, Loss 0.776279, forward nfe 24726, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 033, Runtime 0.696346, Loss 0.725306, forward nfe 25414, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 034, Runtime 0.698677, Loss 0.837435, forward nfe 26096, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 035, Runtime 0.693389, Loss 0.729170, forward nfe 26772, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 036, Runtime 0.688135, Loss 0.690825, forward nfe 27442, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
Epoch: 037, Runtime 0.683008, Loss 0.692775, forward nfe 28118, backward nfe 0, Train: 0.8214, Val: 0.7926, Test: 0.8213, Best time: 128.0000
